n_trades,gross_profit,gross_loss,net_profit,profit_factor,win_rate,avg_win,avg_loss,expectancy,max_drawdown,max_drawdown_pct,sharpe,sortino,calmar,avg_bars_held,avg_mae,avg_mfe,max_consec_win,max_consec_loss,trades_per_month,top_month_share,deflated_sharpe,symbol,variant,kind
1562,180766.54993700606,238623.36829753174,-57856.81836052568,0.7575391765973821,0.4827144686299616,239.74343492971624,-295.32595086328183,-37.04021662005485,-60061.39951514504,-0.592268435361227,-2.083337992709551,-6.012243828847573,-0.96329454237803,3.6882202304737515,3.7483994878360165,3.6214468629962524,9,10,20.826666666666668,0.0,-2.083337992709551,M2K,baseline__random_entry_matched_holding,baseline
29396,505750.3187171457,650006.0667789549,-144255.74806180916,0.7780701512885022,0.4837733024901347,35.563625533868624,-42.834007695483024,-4.907325760709252,-145431.13775754557,-1.4383259709433343,-1.1038307147641864,-1.2085587461308065,-0.9919178952055236,3.0586134167914003,3.8018267791535383,3.6247516668935433,12,14,391.94666666666666,0.0,-1.1038307147641864,M2K,baseline__ema_crossover_9_21,baseline
7327,262625.60406776634,362693.6681589449,-100068.0640911786,0.7240975708257325,0.47495564351030434,75.46712760567998,-94.27961220664022,-13.65744016530348,-100978.33513856666,-1.0011861959892665,-1.6267758298899757,-1.9228678615648338,-0.9909854817259668,2.5766343660434012,3.4013238706154416,3.1410536372322437,10,14,97.69333333333333,0.0,-1.6267758298899757,M2K,baseline__donchian_channel_20,baseline
8408,346066.1640189064,446504.92044519953,-100438.75642629307,0.7750556559910964,0.4844196003805899,84.96591309081916,-102.99998164825826,-11.945618033574343,-100535.75642629345,-1.0050259057140487,-1.3357231448658529,-1.633392220254205,-0.9990351691433138,2.452069457659372,3.355613701236829,3.2213962892484242,14,13,112.10666666666667,0.0,-1.3357231448658529,M2K,baseline__bollinger_mean_reversion_20,baseline
725,98576.9033636618,130937.0435077344,-32360.140144072597,0.7528572566085082,0.48413793103448277,280.845878528951,-350.0990468121241,-44.634676060789786,-32802.01393642096,-0.3265770808321958,-2.152922787890291,-6.9482369775124715,-0.9865290651603029,4.041379310344827,2.8297931034482238,2.6388965517241854,7,7,12.083333333333334,0.0,-2.152922787890291,MGC,strategy__cost=fixed_tick__slip=1x__conf=0.50,strategy
495,75918.24099282685,96037.69539435502,-20119.45440152817,0.7905046105186863,0.503030303030303,304.89253410773836,-390.39713574941067,-40.64536242732964,-20391.4219489011,-0.20344512357396977,-1.7929777223757617,-6.698098231097682,-0.9866626492230678,4.048484848484849,2.995959595959542,2.7513131313131787,8,7,8.25,0.0,-1.7929777223757617,MGC,strategy__cost=fixed_tick__slip=1x__conf=0.65,strategy
731,65875.57967172694,120367.13782104643,-54491.55814931949,0.5472887439565625,0.46785225718194257,192.61865401089747,-309.42708951425817,-74.54385519742749,-54683.09853212334,-0.5457855855214373,-4.391479598847838,-10.082977473382797,-0.9964972653718346,3.978112175102599,2.9054719562242637,2.549384404924844,7,8,12.183333333333334,0.0,-4.391479598847838,MGC,strategy__cost=fixed_tick__slip=2x__conf=0.50,strategy
494,50557.340706712384,92077.3244339192,-41519.98372720682,0.5490748239866123,0.4716599190283401,216.98429487859391,-352.7866836548628,-84.04855005507453,-41700.15413913055,-0.4163163839521406,-4.455559397504553,-12.105159170777991,-0.9956793825911865,4.032388663967612,3.0965587044533502,2.6617408906883417,8,7,8.233333333333333,0.0,-4.455559397504553,MGC,strategy__cost=fixed_tick__slip=2x__conf=0.65,strategy
732,39745.905010847986,110523.85803675385,-70777.95302590587,0.3596138039049523,0.4344262295081967,124.9871226756226,-266.96584066848754,-96.69119265834135,-70917.31124736235,-0.708283930116417,-6.797490413142882,-10.737523405969666,-0.9980349195562365,3.908469945355191,2.9821038251366763,2.4517759562840964,7,9,12.2,0.0,-6.797490413142882,MGC,strategy__cost=fixed_tick__slip=3x__conf=0.50,strategy
499,34067.68523663249,90518.51192474348,-56450.82668811098,0.37636152552923263,0.4468937875751503,152.7698889535089,-327.96562291573724,-113.12790919461118,-56549.402829136474,-0.5649371350643988,-6.835778770445942,-13.229248857256556,-0.9982568137576388,3.987975951903808,3.1783567134269184,2.5725450901803,7,8,8.316666666666666,0.0,-6.835778770445942,MGC,strategy__cost=fixed_tick__slip=3x__conf=0.65,strategy
725,1566.7825123813604,108377.27649310083,-106810.49398071946,0.01445674372967935,0.09793103448275862,22.067359329314936,-165.71449005061288,-147.32481928375097,-106460.200437844,-1.068344345636882,-10.956592359615415,-10.791039422091176,-1.0032903708750762,4.041379310344827,2.8297931034482238,2.6388965517241854,3,58,12.083333333333334,0.0,-10.956592359615415,MGC,strategy__cost=roll_spread__slip=1x__conf=0.50,strategy
495,768.0963412865177,96105.2688072081,-95337.17246592158,0.007992239664064172,0.08484848484848485,18.28800812586947,-212.15291127419005,-192.6003484160032,-94944.06884338758,-0.9531877038271682,-13.104777808069738,-13.047746316974226,-1.0041403705078453,4.048484848484849,2.995959595959542,2.7513131313131787,2,49,8.25,0.0,-13.104777808069738,MGC,strategy__cost=roll_spread__slip=1x__conf=0.65,strategy
725,123516.56768587496,138809.41421754146,-15292.846531666535,0.8898284628757267,0.4868965517241379,349.90529089482993,-374.14936446776676,-21.093581422988326,-19450.5991770596,-0.1867744777679896,-0.8932333737053652,-3.3275193237646605,-0.7862403822347644,4.041379310344827,2.8297931034482238,2.6388965517241854,7,7,12.083333333333334,0.0,-0.8932333737053652,MGC,strategy__cost=impact__slip=1x__conf=0.50,strategy
495,90994.10374039752,98219.42896767904,-7225.325227281511,0.926436904559289,0.503030303030303,365.43816763211856,-399.2659714133294,-14.596616620770728,-13101.928187660626,-0.12374715301891201,-0.5864433887633446,-2.253895607099191,-0.5514703731994433,4.048484848484849,2.995959595959542,2.7513131313131787,8,7,8.25,0.0,-0.5864433887633446,MGC,strategy__cost=impact__slip=1x__conf=0.65,strategy
1319,169110.23809524396,216606.80952380385,-47496.57142855991,0.7807244770698666,0.4829416224412434,265.4791806832715,-317.60529255689715,-36.00953102999235,-49136.71428570345,-0.483438067917375,-1.8351818685741326,-4.848533485317831,-0.9666208276034292,5.097043214556482,3.9987111448066037,3.6111448066717897,9,11,17.586666666666666,0.0,-1.8351818685741326,MGC,baseline__buy_and_hold_intraday,baseline
21335,424850.44019911403,599807.6934916867,-174957.2532925726,0.708311088385535,0.4667916569018045,42.659949814149414,-52.72571145320734,-8.200480585543595,-175696.99136235594,-1.7440683758841107,-1.727518656902046,-2.010353900449805,-0.9957896941544223,3.0106397937661122,2.9490789782047617,2.8007358800094377,13,13,284.46666666666664,0.0,-1.727518656902046,MGC,baseline__prior_bar_momentum,baseline
21231,476533.87021050963,632833.4784361654,-156299.60822565574,0.7530162142940074,0.47265790589232726,47.48718188445537,-56.523175994655716,-7.3618580484035485,-159065.7980305527,-1.5984023666291756,-1.3839159425486698,-1.6194060188096806,-0.9826097763369243,3.0308511139371674,2.9814752013564454,2.7838537986906537,11,15,283.08,0.0,-1.3839159425486698,MGC,baseline__prior_bar_mean_reversion,baseline
5860,230421.24470409943,336415.2966913318,-105994.0519872324,0.6849309379517182,0.454778156996587,86.46200551748572,-105.29430256379712,-18.087722182121567,-106682.74869313068,-1.0595305350385213,-1.9817972085660827,-2.437967129240596,-0.9935444416802637,3.0213310580204777,2.728122866894132,2.6895392491468213,11,12,78.13333333333334,0.0,-1.9817972085660827,MGC,baseline__atr_breakout,baseline
14933,381876.4727432635,515453.3021227233,-133576.82937945978,0.7408556142149678,0.47451952052501173,53.8916839886062,-65.68794470787859,-8.945076634263696,-135298.38698654558,-1.355828081942766,-1.4511202877440044,-1.682649731785945,-0.9872758452969806,2.9503113908792606,2.9760530368980826,2.6966450143977023,16,17,199.10666666666665,0.0,-1.4511202877440044,MGC,baseline__vwap_mean_reversion,baseline
13906,357960.1345884758,492611.09565832414,-134650.96106984824,0.7266586923100034,0.4676398676830145,55.04538437466951,-66.54209045769609,-9.682939815176775,-135450.92376206545,-1.3568209361738859,-1.561185957767875,-1.8171891010365664,-0.99409407724954,2.992521213864519,2.9492305479648424,2.890464547677324,10,14,185.41333333333333,0.0,-1.561185957767875,MGC,baseline__opening_range_breakout,baseline
1440,154996.37953321266,213416.81105339737,-58420.43152018469,0.7262613416823673,0.4708333333333333,228.60822940001867,-280.0745551881855,-40.569744111239366,-59498.88957694286,-0.5888970032730627,-2.3024410891397284,-5.018099439163987,-0.9818743162363808,3.5541666666666667,2.820555555555484,2.5990277777778488,7,9,19.2,0.0,-2.3024410891397284,MGC,baseline__random_entry_matched_holding,baseline
21456,432454.26303619624,601932.0037552845,-169477.7407190882,0.7184437118116925,0.46574384787472034,43.275719307134615,-52.51086135874417,-7.898850704655491,-171817.92933819036,-1.703571964144712,-1.601327551409001,-1.8394440310308389,-0.9863798345835263,3.0130499627143923,2.92999161073819,2.7990771812081165,11,17,286.08,0.0,-1.601327551409001,MGC,baseline__ema_crossover_9_21,baseline
3608,179492.7126720004,272907.5745639072,-93414.86189190681,0.6577051331712609,0.4501108647450111,110.5250693793106,-137.55422105035646,-25.89103710973027,-94428.13943846906,-0.9383011940379714,-2.380288771502557,-3.1753247594809872,-0.9892693263619525,2.8539356984478936,2.720537694013241,2.6536308203991754,10,12,48.10666666666667,0.0,-2.380288771502557,MGC,baseline__donchian_channel_20,baseline
4507,221945.73613479763,311607.59836073825,-89661.86222594063,0.7122603469953197,0.47570445972930997,103.51946648078247,-131.86948724533994,-19.893912186807327,-92006.72013423748,-0.9239161964659814,-1.9504392466904155,-2.602889336838632,-0.9745142756433909,2.9758153982693587,2.92482804526286,2.6004659418682676,10,14,60.093333333333334,0.0,-1.9504392466904155,MGC,baseline__bollinger_mean_reversion_20,baseline
450,76780.36019478925,109239.74080910858,-32459.380614319332,0.7028610616072349,0.5044444444444445,338.2394722237412,-489.86430856102504,-72.13195692070963,-32979.2002442002,-0.32815103391891914,-2.740527442332799,-23.766999502380166,-0.9842379552556833,3.1977777777777776,0.16095555555555907,0.15859999999999705,7,9,10.714285714285714,0.0,-2.740527442332799,MCL,strategy__cost=fixed_tick__slip=1x__conf=0.50,strategy
288,47033.53848004041,78153.76422149295,-31120.22574145253,0.6018077177542498,0.4618055555555556,353.6356276694768,-504.2178336870513,-108.05633938004351,-32142.6289191494,-0.31817327551207636,-3.9889411350728783,-44.91272839532593,-0.9681916752898903,3.111111111111111,0.165069444444448,0.1497222222222192,7,11,6.857142857142857,0.0,-3.9889411350728783,MCL,strategy__cost=fixed_tick__slip=1x__conf=0.65,strategy
455,46911.50137085076,108717.81298398353,-61806.31161313276,0.4314978390685787,0.46593406593406594,221.28066684363566,-447.398407341496,-135.8380475013907,-61319.210812079305,-0.6161935920436782,-6.180334985705088,-19.813222136580723,-1.007943689988872,3.1142857142857143,0.1688571428571402,0.14819780219780446,7,14,10.833333333333334,0.0,-6.180334985705088,MCL,strategy__cost=fixed_tick__slip=2x__conf=0.50,strategy
290,31787.218221741055,82437.85901123252,-50650.64078949146,0.38559005053018064,0.4379310344827586,250.2930568641028,-505.75373626523015,-174.65738203272917,-51274.04396718841,-0.5095638027332514,-7.213968910944672,-33.16555689609991,-0.9878417396120368,3.0724137931034483,0.1723448275862042,0.14137931034482962,7,11,6.904761904761905,0.0,-7.213968910944672,MCL,strategy__cost=fixed_tick__slip=2x__conf=0.65,strategy
459,29693.888218811564,107402.6189141629,-77708.73069535135,0.2764726644379424,0.4226579520697168,153.0612794784101,-405.29290156287885,-169.3000668744038,-77116.35007406026,-0.7757589464070502,-8.733028593429843,-16.814259863867917,-1.007681647545847,2.9869281045751634,0.17405228758170038,0.14076252723311466,6,19,10.928571428571429,0.0,-8.733028593429843,MCL,strategy__cost=fixed_tick__slip=3x__conf=0.50,strategy
291,20840.37716160275,85138.70898132634,-64298.331819723586,0.24478145617845481,0.40893470790378006,175.12921984540128,-494.99249407747874,-220.9564667344453,-64522.734997420484,-0.6437826811801741,-10.003049120704405,-25.99637864834282,-0.9965221068557328,2.9896907216494846,0.17752577319587717,0.13676975945017084,7,16,6.928571428571429,0.0,-10.003049120704405,MCL,strategy__cost=fixed_tick__slip=3x__conf=0.65,strategy
450,1321.179167035859,95869.25814657529,-94548.07897953944,0.013781051325294471,0.07555555555555556,38.858210795172326,-230.45494746772906,-210.1068421767543,-93518.04902519227,-0.944913381120094,-11.877079999678445,-11.821526005864309,-1.0110142369850945,3.1977777777777776,0.16095555555555907,0.15859999999999705,2,74,10.714285714285714,0.0,-11.877079999678445,MCL,strategy__cost=roll_spread__slip=1x__conf=0.50,strategy
288,828.079800176519,88868.81761125739,-88040.73781108086,0.009318001774242383,0.052083333333333336,55.20532001176794,-325.5268044368402,-305.6970062884752,-87022.55149878316,-0.8791771766614436,-15.341698977987745,-15.51230489197041,-1.0117002580912828,3.111111111111111,0.165069444444448,0.1497222222222192,2,70,6.857142857142857,0.0,-15.341698977987745,MCL,strategy__cost=roll_spread__slip=1x__conf=0.65,strategy
450,96660.18376765828,109025.10237471465,-12364.918607056372,0.8865864985427055,0.5022222222222222,427.6999281754791,-486.71920702997613,-27.477596904569715,-16134.234014597954,-0.15718332106578284,-0.951036779968663,-10.587020393110295,-0.7663777899755776,3.1977777777777776,0.16095555555555907,0.15859999999999705,7,9,10.714285714285714,0.0,-0.951036779968663,MCL,strategy__cost=impact__slip=1x__conf=0.50,strategy
288,56635.05805181002,75486.05466247223,-18850.996610662216,0.750271799275344,0.4583333333333333,429.05347008946984,-483.8849657850784,-65.45484934257713,-20124.361732264704,-0.19871327182720427,-2.277682005982582,-25.824197193840817,-0.9367251921554886,3.111111111111111,0.165069444444448,0.1497222222222192,7,11,6.857142857142857,0.0,-2.277682005982582,MCL,strategy__cost=impact__slip=1x__conf=0.65,strategy
1013,114486.19047618847,181150.95238095528,-66664.7619047668,0.6319933126016763,0.4383020730503455,257.8517803517758,-318.3672273830497,-65.80924176186258,-66853.90476190945,-0.6672769409479307,-3.453213679815075,-9.933365714212778,-0.997170803144315,4.553800592300099,0.3081243830207346,0.2677393879565609,10,9,18.089285714285715,0.0,-3.453213679815075,MCL,baseline__buy_and_hold_intraday,baseline
19187,310723.44132968254,471750.1492082707,-161026.7078785883,0.658661034556457,0.46739980194923647,34.64801977360421,-46.16402282104616,-8.392490117193324,-162809.84061793756,-1.6007642979463717,-1.7392644580856305,-1.7860113303454432,-0.989047758215465,2.7279407932454265,0.22035127951217398,0.20521342575701917,11,13,336.6140350877193,0.0,-1.7392644580856305,MCL,baseline__prior_bar_momentum,baseline
19115,341951.4645274604,502466.4631731925,-160514.99864573212,0.6805458465187058,0.4656552445723254,38.41719632934057,-49.19389692316355,-8.397331867419938,-160935.9410127112,-1.6027532682040242,-1.6257498865022129,-1.6917858219195445,-0.99738441044101,2.740831807481036,0.22286685848810256,0.20357049437614064,12,13,335.35087719298247,0.0,-1.6257498865022129,MCL,baseline__prior_bar_mean_reversion,baseline
6125,164844.71278248326,273970.26075392315,-109125.54797143988,0.6016883450373646,0.4450612244897959,60.47128128484346,-80.60319527917716,-17.816415995337124,-109136.92458013161,-1.0912450991165177,-2.3315855977461384,-2.503555428936103,-0.9998957583903386,2.564408163265306,0.20804244897959615,0.19134693877550635,11,12,107.45614035087719,0.0,-2.3315855977461384,MCL,baseline__atr_breakout,baseline
13960,264659.62776489696,398270.81428239134,-133611.18651749435,0.6645217733108653,0.4704154727793696,40.301450855017045,-53.87133968380784,-9.571001899533979,-134771.31342523466,-1.3343971715888936,-1.7324345744313885,-1.7788601122705066,-0.9913918854223833,2.67743553008596,0.21925286532951715,0.19904441260744607,11,13,244.91228070175438,0.0,-1.7324345744313885,MCL,baseline__vwap_mean_reversion,baseline
13390,256090.23436203948,389942.6748493752,-133852.4404873357,0.6567381589126159,0.4631814787154593,41.29155665302152,-54.2491200402581,-9.996448131989224,-134402.96731133258,-1.3375888241303358,-1.705914364745689,-1.7498233777752252,-0.9959039087081937,2.70537714712472,0.21753323375653896,0.20221209858102676,15,13,234.91228070175438,0.0,-1.705914364745689,MCL,baseline__opening_range_breakout,baseline
1095,134945.31962414956,209463.47232196445,-74518.1526978149,0.6442427318149596,0.4465753424657534,275.96179882239176,-345.64929426066743,-68.05310748658896,-76701.16927592538,-0.7519840513998789,-3.2798913035333563,-8.703503124101434,-0.9715386792832679,3.064840182648402,0.2185662100456663,0.1918082191780787,7,15,19.210526315789473,0.0,-3.2798913035333563,MCL,baseline__random_entry_matched_holding,baseline
19335,322010.66979871853,489166.89287359046,-167156.223074872,0.658283858719629,0.4604603051461081,36.16878241027952,-46.890998166563506,-8.645266256781587,-167296.52832903608,-1.6706213138098913,-1.7287399468366864,-1.7891359058038154,-0.9991613379215608,2.725471942073959,0.2215852081717136,0.20315748642358034,11,16,339.2105263157895,0.0,-1.7287399468366864,MCL,baseline__ema_crossover_9_21,baseline
3877,157384.53616209858,257140.48121221922,-99755.94505012059,0.6120566292018735,0.4451895795718339,91.1845516582263,-119.54462167002288,-25.730189592499507,-99331.73928262672,-0.9975490534445588,-2.6676576114041217,-3.2149825549626323,-1.004270596393031,2.513799329378385,0.21309775599690933,0.19523342790817247,11,17,68.01754385964912,0.0,-2.6676576114041217,MCL,baseline__donchian_channel_20,baseline
4682,231530.10456964307,330509.9605935776,-98979.85602393452,0.7005238333931837,0.47629218282785135,103.82515899983994,-134.79199045415072,-21.14050748054988,-99446.72633255081,-0.990292766447758,-1.969332710191229,-2.44370082640932,-0.9953053224994549,2.542503203759077,0.21463477146519003,0.19085860743271735,10,17,82.14035087719299,0.0,-1.969332710191229,MCL,baseline__bollinger_mean_reversion_20,baseline
