n_trades,gross_profit,gross_loss,net_profit,profit_factor,win_rate,avg_win,avg_loss,expectancy,max_drawdown,max_drawdown_pct,sharpe,sortino,calmar,avg_bars_held,avg_mae,avg_mfe,max_consec_win,max_consec_loss,trades_per_month,top_month_share,deflated_sharpe,symbol,baseline
1319,169110.23809524396,216606.80952380385,-47496.57142855991,0.7807244770698666,0.4829416224412434,265.4791806832715,-317.60529255689715,-36.00953102999235,-49136.71428570345,-0.483438067917375,-1.8351818685741326,-4.848533485317831,-0.9666208276034292,5.097043214556482,3.9987111448066037,3.6111448066717897,9,11,17.586666666666666,0.0,-1.8351818685741326,MGC,buy_and_hold_intraday
21335,424850.44019911403,599807.6934916867,-174957.2532925726,0.708311088385535,0.4667916569018045,42.659949814149414,-52.72571145320734,-8.200480585543595,-175696.99136235594,-1.7440683758841107,-1.727518656902046,-2.010353900449805,-0.9957896941544223,3.0106397937661122,2.9490789782047617,2.8007358800094377,13,13,284.46666666666664,0.0,-1.727518656902046,MGC,prior_bar_momentum
21231,476533.87021050963,632833.4784361654,-156299.60822565574,0.7530162142940074,0.47265790589232726,47.48718188445537,-56.523175994655716,-7.3618580484035485,-159065.7980305527,-1.5984023666291756,-1.3839159425486698,-1.6194060188096806,-0.9826097763369243,3.0308511139371674,2.9814752013564454,2.7838537986906537,11,15,283.08,0.0,-1.3839159425486698,MGC,prior_bar_mean_reversion
5860,230421.24470409943,336415.2966913318,-105994.0519872324,0.6849309379517182,0.454778156996587,86.46200551748572,-105.29430256379712,-18.087722182121567,-106682.74869313068,-1.0595305350385213,-1.9817972085660827,-2.437967129240596,-0.9935444416802637,3.0213310580204777,2.728122866894132,2.6895392491468213,11,12,78.13333333333334,0.0,-1.9817972085660827,MGC,atr_breakout
14933,381876.4727432635,515453.3021227233,-133576.82937945978,0.7408556142149678,0.47451952052501173,53.8916839886062,-65.68794470787859,-8.945076634263696,-135298.38698654558,-1.355828081942766,-1.4511202877440044,-1.682649731785945,-0.9872758452969806,2.9503113908792606,2.9760530368980826,2.6966450143977023,16,17,199.10666666666665,0.0,-1.4511202877440044,MGC,vwap_mean_reversion
13906,357960.1345884758,492611.09565832414,-134650.96106984824,0.7266586923100034,0.4676398676830145,55.04538437466951,-66.54209045769609,-9.682939815176775,-135450.92376206545,-1.3568209361738859,-1.561185957767875,-1.8171891010365664,-0.99409407724954,2.992521213864519,2.9492305479648424,2.890464547677324,10,14,185.41333333333333,0.0,-1.561185957767875,MGC,opening_range_breakout
1440,154996.37953321266,213416.81105339737,-58420.43152018469,0.7262613416823673,0.4708333333333333,228.60822940001867,-280.0745551881855,-40.569744111239366,-59498.88957694286,-0.5888970032730627,-2.3024410891397284,-5.018099439163987,-0.9818743162363808,3.5541666666666667,2.820555555555484,2.5990277777778488,7,9,19.2,0.0,-2.3024410891397284,MGC,random_entry_matched_holding
21456,432454.26303619624,601932.0037552845,-169477.7407190882,0.7184437118116925,0.46574384787472034,43.275719307134615,-52.51086135874417,-7.898850704655491,-171817.92933819036,-1.703571964144712,-1.601327551409001,-1.8394440310308389,-0.9863798345835263,3.0130499627143923,2.92999161073819,2.7990771812081165,11,17,286.08,0.0,-1.601327551409001,MGC,ema_crossover_9_21
3608,179492.7126720004,272907.5745639072,-93414.86189190681,0.6577051331712609,0.4501108647450111,110.5250693793106,-137.55422105035646,-25.89103710973027,-94428.13943846906,-0.9383011940379714,-2.380288771502557,-3.1753247594809872,-0.9892693263619525,2.8539356984478936,2.720537694013241,2.6536308203991754,10,12,48.10666666666667,0.0,-2.380288771502557,MGC,donchian_channel_20
4507,221945.73613479763,311607.59836073825,-89661.86222594063,0.7122603469953197,0.47570445972930997,103.51946648078247,-131.86948724533994,-19.893912186807327,-92006.72013423748,-0.9239161964659814,-1.9504392466904155,-2.602889336838632,-0.9745142756433909,2.9758153982693587,2.92482804526286,2.6004659418682676,10,14,60.093333333333334,0.0,-1.9504392466904155,MGC,bollinger_mean_reversion_20
1013,114486.19047618847,181150.95238095528,-66664.7619047668,0.6319933126016763,0.4383020730503455,257.8517803517758,-318.3672273830497,-65.80924176186258,-66853.90476190945,-0.6672769409479307,-3.453213679815075,-9.933365714212778,-0.997170803144315,4.553800592300099,0.3081243830207346,0.2677393879565609,10,9,18.089285714285715,0.0,-3.453213679815075,MCL,buy_and_hold_intraday
19187,310723.44132968254,471750.1492082707,-161026.7078785883,0.658661034556457,0.46739980194923647,34.64801977360421,-46.16402282104616,-8.392490117193324,-162809.84061793756,-1.6007642979463717,-1.7392644580856305,-1.7860113303454432,-0.989047758215465,2.7279407932454265,0.22035127951217398,0.20521342575701917,11,13,336.6140350877193,0.0,-1.7392644580856305,MCL,prior_bar_momentum
19115,341951.4645274604,502466.4631731925,-160514.99864573212,0.6805458465187058,0.4656552445723254,38.41719632934057,-49.19389692316355,-8.397331867419938,-160935.9410127112,-1.6027532682040242,-1.6257498865022129,-1.6917858219195445,-0.99738441044101,2.740831807481036,0.22286685848810256,0.20357049437614064,12,13,335.35087719298247,0.0,-1.6257498865022129,MCL,prior_bar_mean_reversion
6125,164844.71278248326,273970.26075392315,-109125.54797143988,0.6016883450373646,0.4450612244897959,60.47128128484346,-80.60319527917716,-17.816415995337124,-109136.92458013161,-1.0912450991165177,-2.3315855977461384,-2.503555428936103,-0.9998957583903386,2.564408163265306,0.20804244897959615,0.19134693877550635,11,12,107.45614035087719,0.0,-2.3315855977461384,MCL,atr_breakout
13960,264659.62776489696,398270.81428239134,-133611.18651749435,0.6645217733108653,0.4704154727793696,40.301450855017045,-53.87133968380784,-9.571001899533979,-134771.31342523466,-1.3343971715888936,-1.7324345744313885,-1.7788601122705066,-0.9913918854223833,2.67743553008596,0.21925286532951715,0.19904441260744607,11,13,244.91228070175438,0.0,-1.7324345744313885,MCL,vwap_mean_reversion
13390,256090.23436203948,389942.6748493752,-133852.4404873357,0.6567381589126159,0.4631814787154593,41.29155665302152,-54.2491200402581,-9.996448131989224,-134402.96731133258,-1.3375888241303358,-1.705914364745689,-1.7498233777752252,-0.9959039087081937,2.70537714712472,0.21753323375653896,0.20221209858102676,15,13,234.91228070175438,0.0,-1.705914364745689,MCL,opening_range_breakout
1095,134945.31962414956,209463.47232196445,-74518.1526978149,0.6442427318149596,0.4465753424657534,275.96179882239176,-345.64929426066743,-68.05310748658896,-76701.16927592538,-0.7519840513998789,-3.2798913035333563,-8.703503124101434,-0.9715386792832679,3.064840182648402,0.2185662100456663,0.1918082191780787,7,15,19.210526315789473,0.0,-3.2798913035333563,MCL,random_entry_matched_holding
19335,322010.66979871853,489166.89287359046,-167156.223074872,0.658283858719629,0.4604603051461081,36.16878241027952,-46.890998166563506,-8.645266256781587,-167296.52832903608,-1.6706213138098913,-1.7287399468366864,-1.7891359058038154,-0.9991613379215608,2.725471942073959,0.2215852081717136,0.20315748642358034,11,16,339.2105263157895,0.0,-1.7287399468366864,MCL,ema_crossover_9_21
3877,157384.53616209858,257140.48121221922,-99755.94505012059,0.6120566292018735,0.4451895795718339,91.1845516582263,-119.54462167002288,-25.730189592499507,-99331.73928262672,-0.9975490534445588,-2.6676576114041217,-3.2149825549626323,-1.004270596393031,2.513799329378385,0.21309775599690933,0.19523342790817247,11,17,68.01754385964912,0.0,-2.6676576114041217,MCL,donchian_channel_20
4682,231530.10456964307,330509.9605935776,-98979.85602393452,0.7005238333931837,0.47629218282785135,103.82515899983994,-134.79199045415072,-21.14050748054988,-99446.72633255081,-0.990292766447758,-1.969332710191229,-2.44370082640932,-0.9953053224994549,2.542503203759077,0.21463477146519003,0.19085860743271735,10,17,82.14035087719299,0.0,-1.969332710191229,MCL,bollinger_mean_reversion_20
