timestamp,equity
2020-12-28 12:25:00-05:00,99467.97787180792
2020-12-28 12:50:00-05:00,99855.37218402026
2020-12-29 12:35:00-05:00,100194.99363111179
2020-12-29 12:55:00-05:00,99700.57088462001
2020-12-29 12:55:00-05:00,99180.25887742806
2020-12-29 12:55:00-05:00,98737.34427596873
2020-12-29 13:10:00-05:00,98210.72589256607
2020-12-29 13:40:00-05:00,98655.45268349726
2020-12-29 14:10:00-05:00,98202.16537602156
2020-12-29 14:10:00-05:00,97891.32241730146
2020-12-29 14:15:00-05:00,98125.31596677146
2020-12-29 14:20:00-05:00,97860.38834041233
2020-12-29 14:50:00-05:00,97464.70151866098
2020-12-29 14:50:00-05:00,97011.65190520733
2020-12-29 15:10:00-05:00,97200.38470839868
2020-12-30 12:40:00-05:00,97367.77064057604
2020-12-30 14:00:00-05:00,97495.11410590271
2020-12-30 15:05:00-05:00,96972.04999622892
2020-12-30 15:10:00-05:00,97384.26347376236
2020-12-30 15:15:00-05:00,96846.08918130623
2021-01-04 15:15:00-05:00,96378.14493613847
2021-01-05 12:40:00-05:00,95851.09467279579
2021-01-05 12:55:00-05:00,95324.86221938719
2021-01-05 13:45:00-05:00,94811.36875424547
2021-01-05 13:55:00-05:00,94421.17682420486
2021-01-05 14:00:00-05:00,94093.23726115873
2021-01-05 14:40:00-05:00,93665.60704310599
2021-01-06 13:40:00-05:00,94113.7540947119
2021-01-06 14:05:00-05:00,93593.93111372011
2021-01-06 14:15:00-05:00,93182.68054135036
2021-01-07 14:25:00-05:00,92810.9423303631
2021-01-08 14:00:00-05:00,92484.88801076898
2021-01-08 15:00:00-05:00,92959.65031056214
2021-01-12 12:30:00-05:00,92485.83621090493
2021-01-12 13:20:00-05:00,91975.93279345293
2021-01-12 14:20:00-05:00,91522.38846696299
2021-01-12 15:00:00-05:00,91055.23843180657
2021-01-12 15:45:00-05:00,91455.80569362298
2021-01-13 12:25:00-05:00,91665.89545304772
2021-01-14 12:35:00-05:00,92108.09648056902
2021-01-14 12:40:00-05:00,91754.07636023242
2021-01-14 13:10:00-05:00,91222.07263278167
2021-01-15 14:45:00-05:00,90943.93461364586
2021-01-15 15:25:00-05:00,90559.28116216988
2021-01-15 15:30:00-05:00,90898.87323399802
2021-01-15 15:30:00-05:00,91226.99091196366
2021-01-19 12:55:00-05:00,91472.6413010326
2021-01-19 14:10:00-05:00,91694.16393961149
2021-01-19 14:45:00-05:00,92023.2476523015
2021-01-20 13:30:00-05:00,92226.3075549306
2021-01-20 14:10:00-05:00,92397.50717361573
2021-01-25 13:50:00-05:00,92088.23028810509
2021-01-25 15:50:00-05:00,92525.18469912055
2021-01-26 15:00:00-05:00,92019.14541267078
2021-01-28 12:50:00-05:00,91476.9561148113
2021-01-28 12:50:00-05:00,90930.32190737448
2021-01-28 13:10:00-05:00,91211.87317938195
2021-01-28 14:10:00-05:00,91461.55823560173
