symbol,date_prev,close_prev,date_next,open_next,gap,gap_atr_mult
MGC.v.0,2026-01-29,5307.7,2026-01-30,5054.7,253.0,12.495232448521406
MGC.v.0,2026-02-02,4653.8,2026-02-03,4961.3,307.5,12.516692129780536
MGC.v.0,2026-02-03,4931.4,2026-02-04,5072.8,141.40000000000055,7.013195157159101
MGC.v.0,2026-02-10,5031.3,2026-02-11,5106.7,75.39999999999964,9.715191494578576
MGC.v.0,2026-02-16,5015.0,2026-02-17,4939.4,75.60000000000036,21.004682851651012
MGC.v.0,2026-02-17,4905.7,2026-02-18,4977.9,72.19999999999982,7.543007064556959
MGC.v.0,2026-02-19,4997.1,2026-02-20,5048.4,51.29999999999927,7.295015021703681
MGC.v.0,2026-02-20,5080.2,2026-02-23,5170.3,90.10000000000036,11.83881954165387
MGC.v.0,2026-02-23,5226.0,2026-02-24,5174.6,51.399999999999636,7.532048861742342
MGC.v.0,2026-02-24,5176.8,2026-02-25,5206.6,29.800000000000182,5.787726316848181
MGC.v.0,2026-02-25,5226.7,2026-02-26,5191.9,34.80000000000018,7.041316309600561
MGC.v.0,2026-02-26,5194.0,2026-02-27,5254.3,60.30000000000018,9.627480574769873
MGC.v.0,2026-02-27,5248.3,2026-03-02,5417.3,169.0,25.82986500156869
MGC.v.0,2026-03-02,5311.1,2026-03-03,5188.5,122.60000000000036,10.640800474819292
MGC.v.0,2026-03-03,5123.5,2026-03-04,5203.2,79.69999999999982,5.584921045899888
MCL.v.0,2021-07-16,71.77,2021-07-19,69.11,2.6599999999999966,23.803341350402643
MCL.v.0,2021-07-20,67.19,2021-07-21,68.34,1.1500000000000057,7.846544246765271
MCL.v.0,2021-07-30,73.86,2021-08-02,73.08,0.7800000000000011,6.396153232472746
MCL.v.0,2021-08-02,71.3,2021-08-03,69.75,1.5499999999999972,10.483923427651984
MCL.v.0,2021-08-03,70.57,2021-08-04,69.23,1.3399999999999892,10.064499313452034
MCL.v.0,2021-08-05,69.1,2021-08-06,70.0,0.9000000000000057,7.40414594039433
MCL.v.0,2021-08-06,68.29,2021-08-09,65.84,2.450000000000003,15.5747277389648
MCL.v.0,2021-08-10,68.31,2021-08-11,67.56,0.75,7.35189996612094
MCL.v.0,2021-08-13,68.38,2021-08-16,66.54,1.8399999999999892,18.452442931023498
MCL.v.0,2021-08-17,66.54,2021-08-18,67.25,0.7099999999999937,5.344311442738372
MCL.v.0,2021-08-18,65.45,2021-08-19,63.27,2.1799999999999997,11.053003315236397
MCL.v.0,2021-08-19,63.5,2021-08-20,62.48,1.0200000000000031,9.634736321980379
MCL.v.0,2021-08-20,62.15,2021-08-23,64.15,2.000000000000007,12.243804091306526
MCL.v.0,2021-08-23,65.63,2021-08-24,66.61,0.980000000000004,7.8369515416585855
MCL.v.0,2021-08-24,67.51,2021-08-25,68.16,0.6499999999999915,6.691445942855179
MCL.v.0,2021-08-25,68.34,2021-08-26,67.6,0.7400000000000091,6.334456332669554
MCL.v.0,2021-08-26,67.34,2021-08-27,68.83,1.4899999999999949,8.1229637714465
MCL.v.0,2021-08-30,69.21,2021-08-31,68.58,0.6299999999999955,6.266449699685542
MCL.v.0,2021-09-01,68.56,2021-09-02,69.25,0.6899999999999977,5.6306644085445585
MCL.v.0,2021-09-06,68.9,2021-09-07,68.25,0.6500000000000057,6.968825226954696
MCL.v.0,2021-09-07,68.41,2021-09-08,69.37,0.960000000000008,7.107059151190129
MCL.v.0,2021-09-09,68.18,2021-09-10,69.45,1.269999999999996,5.2717624096638795
MCL.v.0,2021-09-10,69.73,2021-09-13,70.67,0.9399999999999977,10.533311685847785
MCL.v.0,2021-09-13,70.47,2021-09-14,71.08,0.6099999999999994,7.384909635008599
MCL.v.0,2021-09-14,70.44,2021-09-15,71.82,1.3799999999999955,11.226718249517393
MCL.v.0,2021-09-17,71.96,2021-09-20,70.41,1.5499999999999972,13.436565226198367
MCL.v.0,2021-09-21,70.51,2021-09-22,71.45,0.9399999999999977,7.140918108447321
MCL.v.0,2021-09-24,74.02,2021-09-27,75.37,1.3500000000000085,14.090129408108423
MCL.v.0,2021-09-29,74.91,2021-09-30,73.93,0.9799999999999898,6.729142181213902
MCL.v.0,2021-10-01,75.87,2021-10-04,76.94,1.0699999999999932,8.561926459730158
MCL.v.0,2021-10-04,77.69,2021-10-05,78.83,1.1400000000000006,6.9380115077426465
MCL.v.0,2021-10-05,78.99,2021-10-06,77.99,1.0,6.773868748292612
MCL.v.0,2021-10-07,78.31,2021-10-08,79.15,0.8400000000000034,6.938355338211607
MCL.v.0,2021-10-08,79.4,2021-10-11,81.4,2.0,10.428448790508702
MCL.v.0,2021-10-13,80.49,2021-10-14,81.54,1.0500000000000114,7.600813657964202
MCL.v.0,2021-10-15,82.26,2021-10-18,83.52,1.259999999999991,11.648099539248276
MCL.v.0,2021-10-19,82.88,2021-10-20,81.44,1.4399999999999977,9.22153640647914
MCL.v.0,2021-10-22,83.76,2021-10-25,85.02,1.259999999999991,10.285916380962576
MCL.v.0,2021-10-26,84.65,2021-10-27,83.57,1.0800000000000125,10.576276725470679
MCL.v.0,2021-10-27,82.68,2021-10-28,81.75,0.9300000000000068,5.062722528817572
MCL.v.0,2021-10-28,82.79,2021-10-29,82.03,0.7600000000000051,5.092461977499313
MCL.v.0,2021-11-02,83.87,2021-11-03,81.66,2.210000000000008,15.315176066963287
MCL.v.0,2021-11-03,80.82,2021-11-04,82.79,1.970000000000013,9.189155385956923
MCL.v.0,2021-11-11,81.48,2021-11-12,80.17,1.3100000000000023,5.66474355644932
MCL.v.0,2021-11-16,80.78,2021-11-17,79.81,0.9699999999999989,6.897936532679273
MCL.v.0,2021-11-18,78.82,2021-11-19,76.36,2.4599999999999937,25.630374560409173
MCL.v.0,2021-11-25,78.03,2021-11-26,74.05,3.980000000000004,45.61420318045347
MCL.v.0,2021-11-26,68.29,2021-11-29,72.48,4.189999999999998,10.068721863583042
MCL.v.0,2021-11-29,69.84,2021-11-30,67.72,2.1200000000000045,9.180207683872883
MCL.v.0,2021-12-02,66.64,2021-12-03,68.65,2.010000000000005,5.328040684103641
MCL.v.0,2021-12-03,66.39,2021-12-06,68.52,2.1299999999999955,7.262323489539824
MCL.v.0,2021-12-06,69.59,2021-12-07,71.47,1.8799999999999955,8.432240143842877
MCL.v.0,2021-12-09,70.86,2021-12-10,72.12,1.2600000000000051,7.172951193075392
MCL.v.0,2021-12-13,71.23,2021-12-14,70.26,0.9699999999999989,5.578341343836097
MCL.v.0,2021-12-16,72.4,2021-12-17,71.24,1.1600000000000108,10.071949381170596
MCL.v.0,2021-12-17,70.98,2021-12-20,67.82,3.160000000000011,27.34806874320382
MCL.v.0,2021-12-30,76.85,2021-12-31,75.55,1.2999999999999972,9.817692464917876
